tax	tax_name	parent_name	parent_class_order	count(*)
8381	Eleutherodactylus cuneatus	Eukaryota	domain	1
7883	Lepidosiren paradoxa	Eukaryota	domain	1
8296	Ambystoma mexicanum	Eukaryota	domain	1
4039	Daucus carota	Eukaryota	domain	1
1004253	Williopsis mrakii	Eukaryota	domain	7
4896	Schizosaccharomyces pombe	Eukaryota	domain	99
5802	Eimeria tenella	Eukaryota	domain	1
3054	Chlamydomonas moewusii	Eukaryota	domain	1
5811	Toxoplasma gondii	Eukaryota	domain	6
3702	Arabidopsis thaliana	Eukaryota	domain	226
44322	Limtongozyma cylindracea	Eukaryota	domain	1
85549	Artemia salina	Eukaryota	domain	1
7602	Asterias amurensis	Eukaryota	domain	2
3708	Brassica napus	Eukaryota	domain	2
39655	Pseudoregma bambucicola	Eukaryota	domain	1
4903	Williopsis jadinii	Eukaryota	domain	1
34358	Maudiozyma exigua	Eukaryota	domain	2
4481	Aegilops crassa	Eukaryota	domain	1
4493	Aegilops columnaris	Eukaryota	domain	1
3950	Oenothera berteroana	Eukaryota	domain	3
4093	Nicotiana rustica	Eukaryota	domain	11
4929	Meyerozyma guilliermondii	Eukaryota	domain	1
36911	Clavispora lusitaniae	Eukaryota	domain	1
5482	Candida tropicalis	Eukaryota	domain	1
7141	Choristoneura fumiferana	Eukaryota	domain	1
65739	Anarhichas minor	Eukaryota	domain	1
599730	Waltiozyma pijperi	Eukaryota	domain	3
5911	Tetrahymena thermophila	Eukaryota	domain	5
3712	Brassica oleracea	Eukaryota	domain	1
4177	Epifagus virginiana	Eukaryota	domain	3
6096	Podocoryna carnea	Eukaryota	domain	5
2716877	Euplotes octocarinatus	Eukaryota	domain	1
4081	Solanum lycopersicum	Eukaryota	domain	3
3888	Lathyrus oleraceus	Eukaryota	domain	17
3161	Tetraselmis subcordiformis	Eukaryota	domain	5
1423826	Heterololigo bleekeri	Eukaryota	domain	15
5480	Lodderomyces parapsilosis	Eukaryota	domain	16
4104	Petunia sp.	Eukaryota	domain	1
142760	Solanum lycopersicoides	Eukaryota	domain	1
5191	Ascobolus immersus	Eukaryota	domain	3
5076	Penicillium chrysogenum	Eukaryota	domain	4
50518	Landoltia punctata	Eukaryota	domain	3
28985	Kluyveromyces lactis	Eukaryota	domain	4
3948	Oenothera sp.	Eukaryota	domain	15
4565	Triticum aestivum	Eukaryota	domain	33
46617	Saccharomyces douglasii	Eukaryota	domain	1
7936	Anguilla anguilla	Eukaryota	domain	1
6669	Daphnia pulex	Eukaryota	domain	7
907738	Williopsis suaveolens	Eukaryota	domain	1
8030	Salmo salar	Eukaryota	domain	3
3726	Raphanus sativus	Eukaryota	domain	1
52029	Chlorogonium elongatum	Eukaryota	domain	3
10726	Tequintavirus T5	Viruses	acellular root	21
33708	Murid gammaherpesvirus 4	Viruses	acellular root	8
10665	Tequatrovirus T4	Viruses	acellular root	8
31555	Paramecium bursaria Chlorella virus CVK2	Viruses	acellular root	11
10719	Lomovskayavirus C31	Viruses	acellular root	2
31757	Fromanvirus L5	Viruses	acellular root	3
