tax	tax_name	parent_name	parent_class_order	count(*)
552811	Dehalogenimonas lykanthroporepellens BL-DC-9	Bacteria	domain	47
564416	Chlamydia trachomatis 6276	Bacteria	domain	37
1385721	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5	Bacteria	domain	34
1002672	Candidatus Pelagibacter sp. IMCC9063	Bacteria	domain	31
610130	[Clostridium] saccharolyticum WM1	Bacteria	domain	50
279058	Collimonas arenae	Bacteria	domain	43
858619	Corynebacterium variabile DSM 44702	Bacteria	domain	48
420246	Geobacillus thermodenitrificans NG80-2	Bacteria	domain	61
1590	Lactiplantibacillus plantarum	Bacteria	domain	46
393126	Listeria monocytogenes FSL R2-561	Bacteria	domain	45
314722	Pseudoxanthomonas suwonensis	Bacteria	domain	46
1382510	Salmonella bongori serovar 48:z41:-- str. RKS3044	Bacteria	domain	47
634503	Edwardsiella ictaluri 93-146	Bacteria	domain	53
768490	Serratia sp. AS12	Bacteria	domain	48
94122	Shewanella sp. ANA-3	Bacteria	domain	43
1346	Streptococcus iniae	Bacteria	domain	35
906968	Treponema brennaborense DSM 12168	Bacteria	domain	44
1408204	Candidatus Endomicrobiellum trichonymphae	Bacteria	domain	42
320372	Burkholderia pseudomallei 1710b	Bacteria	domain	46
1249474	Burkholderia pseudomallei MSHR511	Bacteria	domain	47
758793	Caballeronia insecticola	Bacteria	domain	45
1241582	Burkholderia thailandensis 2002721723	Bacteria	domain	45
746361	Lactococcus cremoris subsp. cremoris NZ9000	Bacteria	domain	40
755731	Clostridium sp. BNL1100	Bacteria	domain	42
1511	Acetoanaerobium sticklandii	Bacteria	domain	34
1121362	Corynebacterium halotolerans YIM 70093 = DSM 44683	Bacteria	domain	49
623	Shigella flexneri	Bacteria	domain	60
630626	Shimwellia blattae DSM 4481 = NBRC 105725	Bacteria	domain	48
1239307	Sodalis praecaptivus	Bacteria	domain	48
186103	Streptococcus pyogenes MGAS8232	Bacteria	domain	35
1089553	Thermacetogenium phaeum DSM 12270	Bacteria	domain	50
316058	Rhodopseudomonas palustris HaA2	Bacteria	domain	48
1306993	Pseudomonas soli	Bacteria	domain	44
86192	Pseudomonas chlororaphis subsp. aurantiaca	Bacteria	domain	43
1279008	Pseudomonas aeruginosa PA1R	Bacteria	domain	45
521674	Planctopirus limnophila DSM 3776	Bacteria	domain	63
331978	Burkholderia pseudomallei Pasteur 52237	Bacteria	domain	51
573658	Candidatus Hodgkinia cicadicola	Bacteria	domain	44
1071779	Chlamydia trachomatis L2b/Ams2	Bacteria	domain	37
313596	Robiginitalea biformata HTCC2501	Bacteria	domain	37
445932	Elusimicrobium minutum Pei191	Bacteria	domain	45
316407	Escherichia coli str. K-12 substr. W3110	Bacteria	domain	48
1316933	Lacticaseibacillus rhamnosus LOCK900	Bacteria	domain	47
1279007	Pseudomonas aeruginosa PA1	Bacteria	domain	45
1448140	Pseudomonas aeruginosa YL84	Bacteria	domain	46
402626	Ralstonia pickettii 12J	Bacteria	domain	47
272943	Cereibacter sphaeroides 2.4.1	Bacteria	domain	44
1528098	Rickettsiales bacterium Ac37b	Bacteria	domain	38
886715	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968	Bacteria	domain	49
1276246	Spiroplasma culicicola AES-1	Bacteria	domain	28
1311	Streptococcus agalactiae	Bacteria	domain	43
760570	Streptococcus parasanguinis ATCC 15912	Bacteria	domain	37
869309	Streptococcus pneumoniae SPNA45	Bacteria	domain	34
441162	Burkholderia oklahomensis C6786	Bacteria	domain	45
1432652	Francisella tularensis subsp. holarctica PHIT-FT049	Bacteria	domain	34
911045	Pseudovibrio sp. FO-BEG1	Bacteria	domain	40
882020	Listeria monocytogenes SLCC2479	Bacteria	domain	45
869211	Winmispira thermophila DSM 6578	Bacteria	domain	46
666509	Planktomarina temperata RCA23	Bacteria	domain	39
93060	Prochlorococcus marinus str. MIT 9215	Bacteria	domain	39
41514	Salmonella enterica subsp. arizonae serovar 62:z4,z23:-	Bacteria	domain	49
525381	Streptococcus pneumoniae TCH8431/19A	Bacteria	domain	34
645991	Syntrophobotulus glycolicus DSM 8271	Bacteria	domain	45
1208320	Thalassolituus oleivorans R6-15	Bacteria	domain	35
644966	Thermaerobacter marianensis DSM 12885	Bacteria	domain	47
119912	Salmonella enterica subsp. enterica serovar Choleraesuis	Bacteria	domain	51
1338411	Rickettsia rickettsii str. R	Bacteria	domain	33
205920	Ehrlichia chaffeensis str. Arkansas	Bacteria	domain	36
342113	Burkholderia oklahomensis	Bacteria	domain	45
99598	Calothrix sp. PCC 7507	Bacteria	domain	70
331678	Chlorobium phaeobacteroides BS1	Bacteria	domain	43
1231072	Clostridium tetani 12124569	Bacteria	domain	40
1121448	Megalodesulfovibrio gigas DSM 1382 = ATCC 19364	Bacteria	domain	44
885040	Enterobacter soli	Bacteria	domain	46
585397	Escherichia coli ED1a	Bacteria	domain	53
930406	Escherichia coli O157:H16	Bacteria	domain	49
244366	Klebsiella variicola	Bacteria	domain	50
334390	Limosilactobacillus fermentum IFO 3956	Bacteria	domain	42
1147130	Pasteurella multocida subsp. multocida str. HB03	Bacteria	domain	36
837	Porphyromonas gingivalis	Bacteria	domain	43
1306419	Burkholderia pseudomallei HBPUB10303a	Bacteria	domain	46
337191	Gordonia sp. KTR9	Bacteria	domain	45
866630	Haemophilus influenzae F3031	Bacteria	domain	39
1333852	Klebsiella oxytoca KONIH1	Bacteria	domain	50
395495	Leptothrix cholodnii SP-6	Bacteria	domain	43
80854	Moritella viscosa	Bacteria	domain	40
78398	Pectobacterium odoriferum	Bacteria	domain	48
479432	Streptosporangium roseum DSM 43021	Bacteria	domain	52
1328306	Rhizobium etli bv. mimosae str. Mim1	Bacteria	domain	42
234831	Pseudoalteromonas sp. SM9913	Bacteria	domain	39
391595	Roseobacter litoralis Och 149	Bacteria	domain	38
859655	Ralstonia solanacearum CMR15	Bacteria	domain	46
1427342	Pseudomonas aeruginosa SCV20265	Bacteria	domain	44
1536771	Paenibacillus sp. FSL R5-0912	Bacteria	domain	55
1050617	Escherichia coli UMNF18	Bacteria	domain	58
1202539	Candidatus Carsonella ruddii HT isolate Thao2000	Bacteria	domain	26
1208922	Candidatus Kinetoplastidibacterium blastocrithidiae TCC012E	Bacteria	domain	39
698964	Corynebacterium diphtheriae PW8	Bacteria	domain	42
544404	Escherichia coli O157:H7 str. TW14359	Bacteria	domain	64
1215343	Liberibacter crescens BT-1	Bacteria	domain	43
221988	[Mannheimia] succiniciproducens MBEL55E	Bacteria	domain	37
762903	Pseudopedobacter saltans DSM 12145	Bacteria	domain	37
167539	Prochlorococcus marinus subsp. marinus str. CCMP1375	Bacteria	domain	39
157783	Pseudomonas cremoricolorata	Bacteria	domain	42
648757	Rhodomicrobium vannielii ATCC 17100	Bacteria	domain	45
391896	Rickettsia bellii OSU 85-389	Bacteria	domain	33
693974	Shewanella baltica BA175	Bacteria	domain	46
365659	Streptococcus mitis B6	Bacteria	domain	35
1010834	Mycobacterium tuberculosis HKBS1	Bacteria	domain	45
1392005	Comamonas testosteroni TK102	Bacteria	domain	48
627343	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	Bacteria	domain	45
1347340	Campylobacter jejuni 4031	Bacteria	domain	34
688270	Cellulophaga algicola DSM 14237	Bacteria	domain	33
266779	Chelativorans sp. BNC1	Bacteria	domain	47
1071757	Chlamydia trachomatis D/SotonD5	Bacteria	domain	37
641491	Pseudodesulfovibrio mercurii	Bacteria	domain	48
1453496	Hafnia alvei FB1	Bacteria	domain	47
572544	Ilyobacter polytropus DSM 2926	Bacteria	domain	38
1001583	Levilactobacillus brevis KB290	Bacteria	domain	46
879089	Listeria monocytogenes SLCC2540	Bacteria	domain	45
265072	Methylobacillus flagellatus KT	Bacteria	domain	41
743965	Mycoplasma putrefaciens KS1	Bacteria	domain	28
1005042	Streptococcus suis D9	Bacteria	domain	36
1408272	Pseudomonas aeruginosa LES431	Bacteria	domain	47
1123383	Pseudothermotoga elfii DSM 9442 = NBRC 107921	Bacteria	domain	46
3240790	Pseudomonas gorinensis	Bacteria	domain	41
1214101	Streptomyces davaonensis JCM 4913	Bacteria	domain	55
1420885	Vibrio cholerae MS6	Bacteria	domain	52
340	Xanthomonas campestris pv. campestris	Bacteria	domain	46
1236908	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria	domain	33
59748	Candidatus Phytoplasma australiense	Bacteria	domain	32
1071756	Chlamydia trachomatis D/SotonD1	Bacteria	domain	37
1294266	Coxiella burnetii Cb175_Guyana	Bacteria	domain	42
434923	Coxiella burnetii CbuG_Q212	Bacteria	domain	42
639282	Deferribacter desulfuricans SSM1	Bacteria	domain	40
515635	Dictyoglomus turgidum DSM 6724	Bacteria	domain	46
649349	Leadbetterella byssophila DSM 17132	Bacteria	domain	34
382638	Helicobacter acinonychis str. Sheeba	Bacteria	domain	36
1322346	Glaesserella parasuis ZJ0906	Bacteria	domain	39
262543	Exiguobacterium artemiae 255-15	Bacteria	domain	47
585055	Escherichia coli 55989	Bacteria	domain	52
644282	Desulfarculus baarsii DSM 2075	Bacteria	domain	45
311424	Dehalococcoides mccartyi VS	Bacteria	domain	46
331272	Burkholderia cenocepacia HI2424	Bacteria	domain	45
320389	Burkholderia mallei NCTC 10247	Bacteria	domain	46
1193729	Candidatus Endolissoclinum faulkneri L2	Bacteria	domain	41
331636	Chlamydia psittaci 6BC	Bacteria	domain	38
935198	Clostridium botulinum B str. Eklund 17B (NRP)	Bacteria	domain	41
945711	Corynebacterium ulcerans 809	Bacteria	domain	45
1236909	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria	domain	33
701347	[Enterobacter] lignolyticus SCF1	Bacteria	domain	46
941323	Escherichia coli VR50	Bacteria	domain	53
272568	Gluconacetobacter diazotrophicus PA1 5	Bacteria	domain	48
1288295	Listeria monocytogenes 6179	Bacteria	domain	42
1090974	Melissococcus plutonius DAT561	Bacteria	domain	42
362242	Mycobacterium ulcerans Agy99	Bacteria	domain	45
349520	Paenibacillus polymyxa E681	Bacteria	domain	50
1132496	Pasteurella multocida subsp. multocida str. HN06	Bacteria	domain	37
450851	Phenylobacterium zucineum HLK1	Bacteria	domain	42
56448	Xanthomonas arboricola	Bacteria	domain	46
349102	Cereibacter sphaeroides ATCC 17025	Bacteria	domain	42
1337396	Rickettsia rickettsii str. Morgan	Bacteria	domain	33
488222	Streptococcus pneumoniae JJA	Bacteria	domain	34
866768	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	Bacteria	domain	46
744872	Gracilinema caldarium DSM 7334	Bacteria	domain	46
994476	Yersinia enterocolitica subsp. palearctica 105.5R(r)	Bacteria	domain	46
1429244	Paenibacillus polymyxa CR1	Bacteria	domain	53
272831	Neisseria meningitidis FAM18	Bacteria	domain	43
443149	Mycobacterium tuberculosis CCDC5079	Bacteria	domain	45
1162668	Leptospirillum ferrooxidans C2-3	Bacteria	domain	46
449	Legionella hackeliae	Bacteria	domain	41
657324	Butyrivibrio fibrisolvens 16/4	Bacteria	domain	37
1170562	Calothrix sp. PCC 6303	Bacteria	domain	37
1234603	Candidatus Moranella endobia PCVAL	Bacteria	domain	40
515621	Clostridium botulinum Ba4 str. 657	Bacteria	domain	44
1261557	Enterococcus faecalis str. Symbioflor 1	Bacteria	domain	43
1344042	Enterococcus faecium T110	Bacteria	domain	43
263358	Micromonospora maris AB-18-032	Bacteria	domain	49
1232394	Francisella tularensis subsp. holarctica F92	Bacteria	domain	34
1352356	Helicobacter pylori SouthAfrica20	Bacteria	domain	36
479435	Kribbella flavida DSM 17836	Bacteria	domain	49
91891	Legionella pneumophila subsp. pneumophila	Bacteria	domain	42
427140	Leuconostoc mesenteroides KFRI-MG	Bacteria	domain	40
393133	Listeria monocytogenes 10403S	Bacteria	domain	45
262722	Mesomycoplasma hyopneumoniae 7448	Bacteria	domain	30
634997	Mesomycoplasma hyorhinis DBS 1050	Bacteria	domain	29
1091500	Mycobacterium tuberculosis RGTB327	Bacteria	domain	45
1290427	Rickettsia prowazekii str. NMRC Madrid E	Bacteria	domain	33
1437007	Streptococcus pyogenes STAB902	Bacteria	domain	35
1147	Synechocystis sp. PCC 6714	Bacteria	domain	41
993512	Streptococcus suis A7	Bacteria	domain	35
1452728	Francisella tularensis subsp. novicida F6168	Bacteria	domain	32
1382922	Helicobacter pylori oki128	Bacteria	domain	36
1327988	Lactiplantibacillus plantarum 16	Bacteria	domain	47
714313	Fructilactobacillus sanfranciscensis TMW 1.1304	Bacteria	domain	40
1156937	Methylacidiphilum fumariolicum SolV	Bacteria	domain	46
707235	Mycobacterium tuberculosis CTRI-2	Bacteria	domain	45
1304279	Mycobacterium tuberculosis str. Haarlem/NITR202	Bacteria	domain	43
1566358	Paenibacillus sp. IHBB 10380	Bacteria	domain	53
167542	Prochlorococcus marinus str. MIT 9515	Bacteria	domain	37
588	Providencia stuartii	Bacteria	domain	50
1041138	Rhizobium gallicum bv. gallicum R602sp	Bacteria	domain	43
985002	Staphylococcus argenteus	Bacteria	domain	40
862971	Streptococcus anginosus C238	Bacteria	domain	39
1133852	Escherichia coli O104:H4 str. 2011C-3493	Bacteria	domain	55
760154	Sulfurospirillum barnesii SES-3	Bacteria	domain	39
403957	Virgibacillus sp. SK37	Bacteria	domain	40
29485	Yersinia rohdei	Bacteria	domain	46
1340495	Limosilactobacillus reuteri I5007	Bacteria	domain	48
863638	Clostridium acetobutylicum EA 2018	Bacteria	domain	44
441770	Clostridium botulinum A str. ATCC 19397	Bacteria	domain	43
1121353	Corynebacterium callunae DSM 20147	Bacteria	domain	48
1404245	Corynebacterium glyciniphilum AJ 3170	Bacteria	domain	45
880072	Desulfobacca acetoxidans DSM 11109	Bacteria	domain	45
405955	Escherichia coli APEC O1	Bacteria	domain	57
444450	Escherichia coli O157:H7 str. EC4115	Bacteria	domain	64
1233873	Geobacillus sp. GHH01	Bacteria	domain	64
754035	Mesorhizobium australicum WSM2073	Bacteria	domain	47
379731	Stutzerimonas stutzeri A1501	Bacteria	domain	43
698968	Corynebacterium diphtheriae HC02	Bacteria	domain	42
1223515	Corynebacterium humireducens NBRC 106098 = DSM 45392	Bacteria	domain	47
1267754	Corynebacterium urealyticum DSM 7111	Bacteria	domain	46
1427366	Dickeya zeae EC1	Bacteria	domain	47
573569	Francisella salina	Bacteria	domain	32
1382925	Helicobacter pylori oki673	Bacteria	domain	36
1049565	Klebsiella pneumoniae KCTC 2242	Bacteria	domain	48
1230340	Listeria monocytogenes serotype 4b str. LL195	Bacteria	domain	44
319705	Mycobacteroides abscessus subsp. bolletii	Bacteria	domain	54
29554	Metamycoplasma canadense	Bacteria	domain	32
1232724	Mycobacterium intracellulare subsp. intracellulare MTCC 9506	Bacteria	domain	45
387092	Nitratiruptor sp. SB155-2	Bacteria	domain	37
1051004	Pseudomonas aeruginosa 213BR	Bacteria	domain	45
1384459	Methyloceanibacter caenitepidi	Bacteria	domain	45
314282	Psychromonas sp. CNPT3	Bacteria	domain	38
383372	Roseiflexus castenholzii DSM 13941	Bacteria	domain	47
762948	Rothia dentocariosa ATCC 17931	Bacteria	domain	45
454166	Salmonella enterica subsp. enterica serovar Agona str. SL483	Bacteria	domain	49
1454590	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1175	Bacteria	domain	49
1266717	Staphylococcus pseudintermedius E140	Bacteria	domain	44
1035377	Yersinia pestis A1122	Bacteria	domain	46
1159199	Mycoplasmoides gallisepticum NC96_1596-4-2P	Bacteria	domain	32
1299329	Mycobacterium avium subsp. avium 2285 (S)	Bacteria	domain	46
699246	Mageeibacillus indolicus UPII9-5	Bacteria	domain	44
83555	Chlamydia abortus	Bacteria	domain	38
1087454	Corynebacterium pseudotuberculosis 1/06-A	Bacteria	domain	43
1719	Corynebacterium pseudotuberculosis	Bacteria	domain	45
1297582	Candidatus Portiera aleyrodidarum TV	Bacteria	domain	33
979982	Leuconostoc sp. C2	Bacteria	domain	38
1765	Mycobacterium tuberculosis variant bovis	Bacteria	domain	45
1124917	Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1	Bacteria	domain	48
1074252	Staphylococcus aureus subsp. aureus HO 5096 0412	Bacteria	domain	41
1006543	Staphylococcus aureus subsp. aureus T0131	Bacteria	domain	37
1133850	Streptomyces hygroscopicus subsp. jinggangensis 5008	Bacteria	domain	54
1410384	Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon	Bacteria	domain	33
383407	Xanthomonas oryzae pv. oryzicola BLS256	Bacteria	domain	47
406818	Xenorhabdus bovienii SS-2004	Bacteria	domain	47
795359	Thermodesulfobacterium geofontis OPF15	Bacteria	domain	46
573413	Sediminispirochaeta smaragdinae DSM 11293	Bacteria	domain	48
95486	Burkholderia cenocepacia	Bacteria	domain	52
1261131	Candidatus Liberibacter americanus str. Sao Paulo	Bacteria	domain	39
1395589	Leptospira interrogans serovar Linhai str. 56609	Bacteria	domain	37
1234368	Chlamydia pecorum W73	Bacteria	domain	38
1232381	Corynebacterium glutamicum SCgG1	Bacteria	domain	46
321314	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	Bacteria	domain	52
1197719	Salmonella bongori N268-08	Bacteria	domain	48
13035	Dactylococcopsis salina PCC 8305	Bacteria	domain	39
145458	Rathayibacter toxicus	Bacteria	domain	45
1114970	Pseudomonas ogarae	Bacteria	domain	40
983548	Dokdonia sp. 4H-3-7-5	Bacteria	domain	32
1166130	Enterobacter sp. R4-368	Bacteria	domain	47
283942	Idiomarina loihiensis L2TR	Bacteria	domain	40
523794	Leptotrichia buccalis C-1013-b	Bacteria	domain	34
1006581	Mycoplasmoides gallisepticum S6	Bacteria	domain	32
391626	Octadecabacter antarcticus 307	Bacteria	domain	39
336407	Rickettsia bellii RML369-C	Bacteria	domain	33
666681	Methylotenera versatilis 301	Bacteria	domain	38
557436	Limosilactobacillus reuteri subsp. reuteri	Bacteria	domain	46
441952	Francisella tularensis subsp. mediasiatica FSC147	Bacteria	domain	32
622488	Francisella hispaniensis	Bacteria	domain	32
595496	Escherichia coli BW2952	Bacteria	domain	49
768706	Desulfosporosinus orientis DSM 765	Bacteria	domain	59
413996	Mycobacterium tuberculosis variant bovis BCG str. Moreau RDJ	Bacteria	domain	45
935298	Corynebacterium pseudotuberculosis PAT10	Bacteria	domain	42
1124992	Mycoplasma capricolum subsp. capripneumoniae 87001	Bacteria	domain	30
1159198	Mycoplasmoides gallisepticum NC95_13295-2-2P	Bacteria	domain	32
710127	Mycoplasmoides gallisepticum str. R(low)	Bacteria	domain	32
1267001	Mycoplasmopsis synoviae ATCC 25204	Bacteria	domain	34
261292	Nitrosomonas sp. Is79A3	Bacteria	domain	38
363952	Comamonas thiooxydans	Bacteria	domain	54
158878	Staphylococcus aureus subsp. aureus Mu50	Bacteria	domain	42
269800	Thermobifida fusca YX	Bacteria	domain	48
1094508	Thermoanaerobacterium saccharolyticum JW/SL-YS485	Bacteria	domain	45
1439852	Burkholderia pseudomallei K42	Bacteria	domain	46
718271	Campylobacter jejuni subsp. jejuni S3	Bacteria	domain	35
564417	Chlamydia trachomatis 6276s	Bacteria	domain	37
1193806	Dehalococcoides mccartyi BTF08	Bacteria	domain	47
555778	Halothiobacillus neapolitanus c2	Bacteria	domain	39
575540	Isosphaera pallida ATCC 43644	Bacteria	domain	45
1380908	Klebsiella pneumoniae JM45	Bacteria	domain	46
1399116	Lactococcus lactis subsp. lactis KLDS 4.0325	Bacteria	domain	39
1446494	Lacticaseibacillus paracasei N1115	Bacteria	domain	47
1426844	Helicobacter pylori NY40	Bacteria	domain	36
762633	Thermus thermophilus SG0.5JP17-16	Bacteria	domain	46
887712	Chlamydia trachomatis L2c	Bacteria	domain	37
1071775	Chlamydia trachomatis L2b/LST	Bacteria	domain	37
1229205	Paraburkholderia phenoliruptrix BR3459a	Bacteria	domain	50
1193807	Dehalococcoides mccartyi DCMB5	Bacteria	domain	47
871963	Desulfitobacterium dichloroeliminans LMG P-21439	Bacteria	domain	46
1121451	Maridesulfovibrio hydrothermalis AM13 = DSM 14728	Bacteria	domain	49
651182	Desulfobacula toluolica Tol2	Bacteria	domain	44
883	Nitratidesulfovibrio vulgaris str. 'Miyazaki F'	Bacteria	domain	51
1286171	Peptoclostridium acidaminophilum DSM 3953	Bacteria	domain	39
485918	Chitinophaga pinensis DSM 2588	Bacteria	domain	55
484022	Francisella philomiragia subsp. philomiragia ATCC 25017	Bacteria	domain	32
565050	Caulobacter vibrioides NA1000	Bacteria	domain	43
1156431	Streptococcus ilei	Bacteria	domain	43
767468	Lactiplantibacillus plantarum subsp. plantarum P-8	Bacteria	domain	49
932920	Listeria monocytogenes SLCC2372	Bacteria	domain	46
458233	Macrococcoides caseolyticum JCSC5402	Bacteria	domain	36
1159200	Mycoplasmoides gallisepticum NY01_2001.047-5-1P	Bacteria	domain	32
1159201	Mycoplasmoides gallisepticum WI01_2001.043-13-2P	Bacteria	domain	32
323097	Nitrobacter hamburgensis X14	Bacteria	domain	48
867902	Ornithobacterium rhinotracheale DSM 15997	Bacteria	domain	32
557722	Pseudomonas aeruginosa LESB58	Bacteria	domain	48
571800	Psychrobacter sp. G	Bacteria	domain	35
392500	Shewanella woodyi ATCC 51908	Bacteria	domain	39
617121	Streptococcus dysgalactiae subsp. equisimilis RE378	Bacteria	domain	35
292415	Thiobacillus denitrificans ATCC 25259	Bacteria	domain	41
413404	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	Bacteria	domain	36
481805	Escherichia coli ATCC 8739	Bacteria	domain	47
935593	Neisseria meningitidis M04-240196	Bacteria	domain	42
505682	Ureaplasma parvum serovar 3 str. ATCC 27815	Bacteria	domain	30
1142511	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	Bacteria	domain	33
1091045	Cutibacterium acnes subsp. defendens ATCC 11828	Bacteria	domain	45
1236608	Moraxella catarrhalis BBH18	Bacteria	domain	34
47714	Lacticaseibacillus paracasei subsp. paracasei	Bacteria	domain	47
324831	Lactobacillus gasseri ATCC 33323 = JCM 1131	Bacteria	domain	47
685038	Escherichia coli O83:H1 str. NRG 857C	Bacteria	domain	48
760568	Desulfofundulus kuznetsovii DSM 6115	Bacteria	domain	47
385025	Cycloclasticus sp. P1	Bacteria	domain	35
186490	Candidatus Palibaumannia cicadellinicola	Bacteria	domain	37
1121335	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	Bacteria	domain	46
1322246	Pseudodesulfovibrio piezophilus C1TLV30	Bacteria	domain	50
1408176	Campylobacter jejuni subsp. jejuni F38011	Bacteria	domain	34
657308	Gordonibacter pamelaeae 7-10-1-b	Bacteria	domain	46
760192	Haliscomenobacter hydrossis DSM 1100	Bacteria	domain	47
1234600	Helicobacter pylori Rif2	Bacteria	domain	36
1244085	Klebsiella pneumoniae CG43	Bacteria	domain	45
563174	Listeria monocytogenes L99	Bacteria	domain	45
582744	Methylovorus glucosotrophus SIP3-4	Bacteria	domain	41
710421	Mycolicibacterium chubuense NBB4	Bacteria	domain	46
443150	Mycobacterium tuberculosis CCDC5180	Bacteria	domain	45
44251	Paenibacillus durus	Bacteria	domain	49
699037	Clostridioides difficile M68	Bacteria	domain	38
403833	Petrotoga mobilis SJ95	Bacteria	domain	46
375451	Roseobacter denitrificans OCh 114	Bacteria	domain	38
697283	Streptococcus pneumoniae gamPNI0373	Bacteria	domain	34
511691	Streptococcus mutans NN2025	Bacteria	domain	37
1263406	Chlamydia trachomatis L2/434/Bu(i)	Bacteria	domain	37
511145	Escherichia coli str. K-12 substr. MG1655	Bacteria	domain	49
233412	[Haemophilus] ducreyi 35000HP	Bacteria	domain	36
262728	Haemophilus influenzae R2866	Bacteria	domain	39
1382921	Helicobacter pylori oki112	Bacteria	domain	36
1321939	Helicobacter pylori UM037	Bacteria	domain	36
491077	Limosilactobacillus reuteri SD2112	Bacteria	domain	47
1434215	Mannheimia varigena USDA-ARS-USMARC-1388	Bacteria	domain	37
536019	Mesorhizobium opportunistum WSM2075	Bacteria	domain	47
1124991	Morganella morganii subsp. morganii KT	Bacteria	domain	47
1179773	Saccharothrix espanaensis DSM 44229	Bacteria	domain	54
1260251	Spiribacter salinus M19-40	Bacteria	domain	45
1288	Staphylococcus xylosus	Bacteria	domain	40
330214	Nitrospira defluvii	Bacteria	domain	46
264199	Streptococcus thermophilus LMG 18311	Bacteria	domain	35
929558	Sulfurimonas gotlandica GD1	Bacteria	domain	41
1110502	Tistrella mobilis KA081020-065	Bacteria	domain	45
406425	Burkholderia orbicola MC0-3	Bacteria	domain	45
644801	Stutzerimonas stutzeri RCH2	Bacteria	domain	45
557724	Burkholderia pseudomallei 576	Bacteria	domain	46
941193	Pseudomonas aeruginosa M18	Bacteria	domain	44
317936	Nostoc sp. PCC 7107	Bacteria	domain	71
320373	Burkholderia pseudomallei 668	Bacteria	domain	47
632516	Caldicellulosiruptor acetigenus 6A	Bacteria	domain	43
1183378	Campylobacter coli RM1875	Bacteria	domain	34
860228	Capnocytophaga canimorsus Cc5	Bacteria	domain	37
1348585	Cellulophaga baltica NN016038	Bacteria	domain	34
351746	Pseudomonas putida F1	Bacteria	domain	42
1249662	Burkholderia thailandensis E444	Bacteria	domain	44
1163752	Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)	Bacteria	domain	31
573061	Clostridium cellulovorans 743B	Bacteria	domain	41
161896	Corynebacterium camporealensis	Bacteria	domain	45
880070	Cyclobacterium marinum DSM 745	Bacteria	domain	36
314225	Erythrobacter litoralis HTCC2594	Bacteria	domain	43
1328859	Escherichia coli O157:H7 str. SS17	Bacteria	domain	66
298653	Parafrankia sp. EAN1pec	Bacteria	domain	45
401614	Francisella tularensis subsp. novicida U112	Bacteria	domain	32
1234378	Lawsonia intracellularis N343	Bacteria	domain	41
857087	Methylomonas methanica MC09	Bacteria	domain	36
630588	Neisseria meningitidis alpha710	Bacteria	domain	44
879243	Porphyromonas asaccharolytica DSM 20707	Bacteria	domain	45
471852	Thermomonospora curvata DSM 43183	Bacteria	domain	54
32022	Campylobacter jejuni subsp. jejuni	Bacteria	domain	43
632348	Caldicellulosiruptor kronotskyensis 2002	Bacteria	domain	42
293613	Rickettsia canadensis str. McKiel	Bacteria	domain	33
1003201	Rickettsia typhi str. TH1527	Bacteria	domain	33
1267753	Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992	Bacteria	domain	48
225849	Shewanella piezotolerans WP3	Bacteria	domain	40
1282	Staphylococcus epidermidis	Bacteria	domain	43
1051074	Streptococcus thermophilus JIM 8232	Bacteria	domain	39
1093790	Vibrio cholerae H1	Bacteria	domain	53
1323661	Staphylococcus aureus CA-347	Bacteria	domain	41
195099	Campylobacter jejuni RM1221	Bacteria	domain	35
459349	Candidatus Cloacimonas acidaminovorans str. Evry	Bacteria	domain	45
32051	Synechococcus sp. WH 7803	Bacteria	domain	42
865867	Mycoplasma mycoides subsp. mycoides SC str. Gladysdale	Bacteria	domain	30
794903	Opitutaceae bacterium TAV5	Bacteria	domain	48
1408273	Pseudomonas aeruginosa LESB65	Bacteria	domain	45
316056	Rhodopseudomonas palustris BisB18	Bacteria	domain	48
1290428	Rickettsia prowazekii str. Breinl	Bacteria	domain	33
1105104	Rickettsia rickettsii str. Brazil	Bacteria	domain	33
1105109	Rickettsia slovaca str. D-CWPP	Bacteria	domain	33
1010840	Streptococcus pyogenes MGAS1882	Bacteria	domain	35
1046629	Streptococcus salivarius 57.I	Bacteria	domain	38
289397	Mycoplasmopsis bovis PG45	Bacteria	domain	34
712961	Ligilactobacillus salivarius CECT 5713	Bacteria	domain	45
521045	Kosmotoga olearia TBF 19.5.1	Bacteria	domain	46
1172562	Helicobacter cinaedi PAGU611	Bacteria	domain	38
469607	Fusobacterium animalis 4_8	Bacteria	domain	34
